transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status,transaction_year,transaction_month,transaction_month_name
T035480,A02508,2025-03-03,Debit,Shopping,10015.78,UPI,Restaurant,Success,2025,3,March
T035481,A02179,2025-09-07,Debit,Education,57047.04,Debit Card,Utility,Success,2025,9,September
T035482,A01388,2026-02-26,Debit,Utilities,4014.06,UPI,Utility,Success,2026,2,February
T035483,A03643,2025-07-22,Credit,Bills,87574.27,Debit Card,Fuel,Success,2025,7,July
T035484,A02697,2026-09-08,Credit,Food,92321.69,UPI,Travel,Success,2026,9,September
T035485,A04969,2025-03-16,Credit,Entertainment,74466.52,UPI,Utility,Success,2025,3,March
T035486,A01567,2026-02-02,Debit,Groceries,66217.66,Credit Card,Utility,Success,2026,2,February
T035487,A01794,2026-06-29,Credit,Shopping,44986.61,Debit Card,Education,Success,2026,6,June
T035488,A02781,2024-10-01,Credit,Shopping,98391.05,Net Banking,Education,Success,2024,10,October
T035489,A01090,2025-12-24,Credit,Utilities,33941.48,ATM,Fuel,Success,2025,12,December
T035490,A03937,2026-05-10,Credit,Utilities,3154.5,UPI,Travel,Success,2026,5,May
T035491,A03957,2026-08-11,Credit,Healthcare,46453.81,ATM,Grocery,Success,2026,8,August
T035492,A02866,2025-05-26,Debit,Bills,81831.96,Credit Card,Fuel,Success,2025,5,May
T035493,A01019,2024-10-22,Credit,Utilities,34842.35,Debit Card,Utility,Success,2024,10,October
T035494,A03074,2026-01-13,Credit,Groceries,93307.49,Debit Card,Travel,Success,2026,1,January
T035495,A00567,2024-11-08,Credit,Utilities,46183.28,ATM,Healthcare,Success,2024,11,November
T035496,A02777,2025-07-24,Credit,Education,92392.42,Debit Card,Utility,Success,2025,7,July
T035497,A03550,2024-09-14,Debit,Utilities,66329.8,Debit Card,Fuel,Success,2024,9,September
T035498,A04215,2025-05-14,Credit,Other,24022.19,ATM,Fuel,Success,2025,5,May
T035499,A02121,2024-11-01,Debit,Groceries,50361.33,Debit Card,Travel,Success,2024,11,November
T035500,A03161,2024-12-01,Debit,Utilities,93285.76,ATM,Other,Success,2024,12,December
T035501,A03961,2025-05-25,Credit,Utilities,57576.09,ATM,Travel,Success,2025,5,May
T035502,A03268,2026-03-02,Credit,Entertainment,20756.92,ATM,Travel,Success,2026,3,March
T035503,A02141,2024-09-22,Credit,Groceries,77629.79,Credit Card,Grocery,Success,2024,9,September
T035504,A01731,2025-10-04,Credit,Bills,81847.65,Net Banking,Retail,Success,2025,10,October
T035505,A02664,2025-05-06,Credit,Bills,38846.06,Debit Card,Other,Success,2025,5,May
T035506,A04717,2024-12-25,Debit,Groceries,29989.4,Credit Card,Healthcare,Success,2024,12,December
T035507,A04350,2025-02-27,Debit,Food,77099.62,ATM,Online,Success,2025,2,February
T035508,A04085,2025-05-11,Credit,Food,30060.78,UPI,Restaurant,Success,2025,5,May
T035509,A01097,2024-12-11,Debit,Utilities,5679.84,Credit Card,Education,Success,2024,12,December
T035510,A03580,2026-07-24,Credit,Groceries,63233.26,ATM,Grocery,Success,2026,7,July
T035511,A03467,2025-04-20,Credit,Other,68277.86,Credit Card,Grocery,Success,2025,4,April
T035512,A00472,2025-10-18,Credit,Entertainment,58644.58,ATM,Retail,Success,2025,10,October
T035513,A04248,2025-12-20,Credit,Entertainment,51391.43,Net Banking,Healthcare,Failed,2025,12,December
T035514,A02715,2026-01-29,Credit,Travel,43862.52,UPI,Other,Success,2026,1,January
T035515,A03841,2026-03-27,Credit,Utilities,53251.51,Net Banking,Grocery,Success,2026,3,March
T035516,A01172,2025-01-12,Credit,Food,27079.57,Credit Card,Education,Success,2025,1,January
T035517,A04599,2026-02-09,Debit,Groceries,40146.36,ATM,Fuel,Success,2026,2,February
T035518,A03257,2025-01-23,Debit,Healthcare,43855.01,Credit Card,Education,Success,2025,1,January
T035519,A01759,2025-11-12,Credit,Healthcare,77391.07,Debit Card,Utility,Success,2025,11,November
T035520,A01209,2025-02-19,Credit,Education,85655.32,Debit Card,Education,Success,2025,2,February
T035521,A01160,2026-05-06,Credit,Travel,75980.2,Debit Card,Travel,Success,2026,5,May
T035522,A04549,2026-04-05,Credit,Travel,32017.9,Net Banking,Healthcare,Success,2026,4,April
T035523,A01234,2025-02-06,Credit,Shopping,66894.06,Debit Card,Education,Success,2025,2,February
T035524,A02804,2026-05-16,Credit,Healthcare,99142.49,UPI,Other,Success,2026,5,May
T035525,A04931,2024-09-14,Credit,Travel,74363.92,UPI,Other,Success,2024,9,September
T035526,A00276,2024-10-13,Credit,Bills,8710.76,Credit Card,Online,Success,2024,10,October
T035527,A00389,2026-06-21,Credit,Groceries,64280.96,UPI,Utility,Success,2026,6,June
T035528,A02347,2026-04-23,Credit,Shopping,1995.36,Net Banking,Education,Failed,2026,4,April
T035529,A04348,2024-11-08,Debit,Shopping,55167.36,Credit Card,Retail,Success,2024,11,November
T035530,A04643,2024-10-23,Credit,Entertainment,13467.28,Credit Card,Fuel,Success,2024,10,October
T035531,A04068,2025-10-29,Credit,Entertainment,78977.3,Credit Card,Restaurant,Success,2025,10,October
T035532,A03945,2026-01-12,Credit,Other,77322.6,Credit Card,Fuel,Success,2026,1,January
T035533,A03324,2025-01-09,Debit,Bills,53226.4,Credit Card,Education,Success,2025,1,January
T035534,A04295,2025-05-24,Debit,Other,25784.5,UPI,Grocery,Success,2025,5,May
T035535,A03159,2025-07-03,Credit,Entertainment,252.32,Net Banking,Utility,Success,2025,7,July
T035536,A04100,2025-09-03,Credit,Healthcare,47670.86,Net Banking,Restaurant,Success,2025,9,September
T035537,A04527,2024-10-10,Debit,Bills,37760.24,Credit Card,Education,Success,2024,10,October
T035538,A03201,2024-12-15,Credit,Bills,18564.62,UPI,Travel,Failed,2024,12,December
T035539,A03423,2025-06-15,Debit,Utilities,77382.03,Net Banking,Other,Success,2025,6,June
T035540,A00437,2025-03-21,Debit,Shopping,29086.58,Credit Card,Fuel,Success,2025,3,March
T035541,A03712,2025-01-06,Credit,Travel,58930.82,ATM,Retail,Success,2025,1,January
T035542,A03440,2025-06-05,Debit,Bills,94709.92,Net Banking,Grocery,Success,2025,6,June
T035543,A01255,2025-07-31,Debit,Bills,39812.57,Credit Card,Other,Success,2025,7,July
T035544,A01011,2025-08-02,Debit,Utilities,62236.07,Debit Card,Education,Success,2025,8,August
T035545,A01200,2025-10-14,Debit,Travel,56484.26,UPI,Online,Success,2025,10,October
T035546,A01616,2026-03-16,Debit,Bills,70333.14,ATM,Utility,Success,2026,3,March
T035547,A03055,2026-03-28,Credit,Food,11430.67,Net Banking,Retail,Success,2026,3,March
T035548,A01154,2026-02-21,Credit,Food,6788.32,UPI,Travel,Success,2026,2,February
T035549,A01978,2026-04-14,Debit,Education,44391.59,Credit Card,Utility,Success,2026,4,April
T035550,A04363,2026-01-06,Debit,Food,32490.8,Credit Card,Fuel,Success,2026,1,January
T035551,A04477,2024-10-03,Credit,Food,79311.64,Debit Card,Online,Success,2024,10,October
T035552,A00476,2026-08-21,Debit,Healthcare,76029.22,Debit Card,Fuel,Failed,2026,8,August
T035553,A04728,2026-08-27,Credit,Entertainment,77391.52,Debit Card,Other,Success,2026,8,August
T035554,A04293,2025-05-28,Debit,Travel,46716.43,ATM,Other,Success,2025,5,May
T035555,A03153,2025-12-28,Credit,Travel,60087.88,Net Banking,Utility,Success,2025,12,December
T035556,A00838,2025-10-20,Debit,Groceries,64853.79,Debit Card,Grocery,Success,2025,10,October
T035557,A03979,2026-07-28,Debit,Healthcare,50361.18,ATM,Retail,Success,2026,7,July
T035558,A03790,2025-02-09,Credit,Healthcare,36088.28,Net Banking,Grocery,Success,2025,2,February
T035559,A04507,2025-03-21,Debit,Travel,35892.17,Credit Card,Utility,Pending,2025,3,March
T035560,A02430,2026-04-07,Debit,Groceries,86108.35,UPI,Healthcare,Pending,2026,4,April
T035561,A02570,2025-01-08,Debit,Travel,7839.15,Net Banking,Healthcare,Success,2025,1,January
T035562,A03379,2025-12-27,Credit,Food,39778.29,UPI,Fuel,Success,2025,12,December
T035563,A01954,2026-04-20,Debit,Travel,23714.92,Credit Card,Utility,Success,2026,4,April
T035564,A00203,2026-01-20,Debit,Travel,730.07,Credit Card,Retail,Success,2026,1,January
T035565,A02404,2025-10-31,Credit,Food,65098.35,ATM,Healthcare,Success,2025,10,October
T035566,A01949,2026-01-11,Credit,Travel,6433.92,ATM,Healthcare,Failed,2026,1,January
T035567,A04040,2026-01-06,Credit,Healthcare,28042.23,Net Banking,Education,Success,2026,1,January
T035568,A02280,2026-02-10,Credit,Healthcare,98408.52,Credit Card,Fuel,Success,2026,2,February
T035569,A02386,2024-11-21,Debit,Other,64991.12,Credit Card,Restaurant,Success,2024,11,November
T035570,A00418,2026-08-31,Credit,Bills,1735.02,Credit Card,Fuel,Failed,2026,8,August
T035571,A01515,2024-10-22,Debit,Utilities,22658.91,Debit Card,Education,Success,2024,10,October
T035572,A04544,2026-07-10,Credit,Travel,1280.91,Net Banking,Travel,Success,2026,7,July
T035573,A02474,2026-03-20,Debit,Entertainment,32647.81,Net Banking,Other,Success,2026,3,March
T035574,A00149,2026-07-10,Credit,Bills,88509.28,ATM,Other,Success,2026,7,July
T035575,A04885,2025-10-15,Debit,Utilities,68779.66,Credit Card,Education,Success,2025,10,October
T035576,A01499,2026-01-21,Debit,Groceries,5939.95,ATM,Fuel,Success,2026,1,January
T035577,A02913,2025-05-05,Credit,Groceries,816.57,UPI,Grocery,Success,2025,5,May
T035578,A01051,2025-08-19,Credit,Other,22398.97,Net Banking,Education,Success,2025,8,August
T035579,A03936,2026-04-17,Debit,Bills,61949.4,Credit Card,Online,Success,2026,4,April
T035580,A04647,2026-04-26,Credit,Healthcare,64043.16,UPI,Fuel,Success,2026,4,April
T035581,A03049,2025-11-05,Credit,Education,85500.12,Credit Card,Healthcare,Success,2025,11,November
T035582,A01062,2025-07-20,Credit,Entertainment,33296.71,Credit Card,Fuel,Success,2025,7,July
T035583,A04267,2025-08-24,Debit,Food,94615.78,UPI,Healthcare,Success,2025,8,August
T035584,A03291,2026-01-09,Debit,Bills,84010.44,Debit Card,Restaurant,Success,2026,1,January
T035585,A02144,2025-02-04,Credit,Entertainment,4526.65,UPI,Travel,Success,2025,2,February
T035586,A01544,2025-03-27,Credit,Bills,53195.73,Debit Card,Grocery,Success,2025,3,March
T035587,A00894,2026-02-05,Debit,Shopping,60283.36,UPI,Restaurant,Success,2026,2,February
T035588,A01416,2026-06-17,Debit,Travel,8109.56,Net Banking,Utility,Success,2026,6,June
T035589,A02437,2024-12-17,Credit,Education,59378.17,UPI,Travel,Failed,2024,12,December
T035590,A04456,2025-12-03,Credit,Education,97830.26,ATM,Education,Success,2025,12,December
T035591,A02488,2025-12-23,Debit,Groceries,90935.34,Credit Card,Education,Failed,2025,12,December
T035592,A04878,2025-05-24,Debit,Food,1367.46,Debit Card,Travel,Success,2025,5,May
T035593,A03881,2025-10-15,Credit,Food,4071.88,Debit Card,Other,Success,2025,10,October
T035594,A03281,2025-09-28,Debit,Utilities,71751.12,Net Banking,Healthcare,Success,2025,9,September
T035595,A02005,2025-07-21,Credit,Food,97109.09,Debit Card,Travel,Success,2025,7,July
T035596,A00990,2025-09-29,Debit,Travel,89855.93,UPI,Restaurant,Success,2025,9,September
T035597,A03415,2025-07-16,Credit,Bills,32053.72,Net Banking,Grocery,Success,2025,7,July
T035598,A03872,2025-05-03,Credit,Shopping,70920.44,Debit Card,Grocery,Success,2025,5,May
T035599,A03509,2025-12-03,Debit,Healthcare,54988.81,Credit Card,Other,Success,2025,12,December
T035600,A00974,2025-08-17,Credit,Shopping,28781.24,Net Banking,Restaurant,Success,2025,8,August
T035601,A04059,2024-09-26,Credit,Healthcare,41714.13,Debit Card,Utility,Success,2024,9,September
T035602,A03756,2024-12-19,Credit,Utilities,17304.42,UPI,Restaurant,Success,2024,12,December
T035603,A01818,2025-06-28,Credit,Education,15690.85,ATM,Healthcare,Success,2025,6,June
T035604,A02460,2025-01-15,Debit,Shopping,63758.44,Credit Card,Healthcare,Success,2025,1,January
T035605,A01723,2025-02-20,Credit,Bills,57175.51,UPI,Online,Success,2025,2,February
T035606,A00635,2025-04-23,Credit,Travel,10937.53,Debit Card,Other,Success,2025,4,April
T035607,A03224,2024-11-25,Debit,Education,16455.88,Credit Card,Travel,Success,2024,11,November
T035608,A02339,2026-05-10,Credit,Education,81654.82,Net Banking,Grocery,Success,2026,5,May
T035609,A01086,2025-08-17,Debit,Groceries,15393.22,UPI,Education,Success,2025,8,August
T035610,A02901,2026-03-14,Credit,Food,31551.55,UPI,Online,Success,2026,3,March
T035611,A03659,2026-02-09,Debit,Bills,29526.99,Net Banking,Travel,Success,2026,2,February
T035612,A02474,2025-09-04,Credit,Education,51245.92,Net Banking,Travel,Success,2025,9,September
T035613,A03099,2025-10-12,Credit,Other,16913.19,ATM,Utility,Success,2025,10,October
T035614,A02020,2025-06-27,Credit,Travel,74694.2,UPI,Healthcare,Success,2025,6,June
T035615,A00284,2025-10-11,Credit,Healthcare,75529.39,UPI,Healthcare,Success,2025,10,October
T035616,A02697,2024-10-26,Credit,Bills,21202.78,ATM,Retail,Success,2024,10,October
T035617,A03775,2025-11-07,Debit,Bills,96581.36,Debit Card,Utility,Success,2025,11,November
T035618,A02243,2025-03-08,Debit,Other,15426.75,Credit Card,Grocery,Pending,2025,3,March
T035619,A02974,2026-01-08,Credit,Shopping,74954.05,Net Banking,Restaurant,Failed,2026,1,January
T035620,A02825,2025-08-20,Debit,Shopping,10880.02,Debit Card,Restaurant,Success,2025,8,August
T035621,A03537,2026-06-07,Debit,Shopping,46275.23,Net Banking,Fuel,Success,2026,6,June
T035622,A04465,2026-05-03,Debit,Bills,44102.75,UPI,Restaurant,Success,2026,5,May
T035623,A00156,2026-08-20,Debit,Entertainment,96734.39,UPI,Online,Failed,2026,8,August
T035624,A02034,2024-09-19,Credit,Utilities,98674.58,Net Banking,Restaurant,Success,2024,9,September
T035625,A01135,2024-10-07,Credit,Shopping,33933.45,Net Banking,Fuel,Success,2024,10,October
T035626,A03403,2025-05-20,Debit,Entertainment,58901.19,Net Banking,Restaurant,Success,2025,5,May
T035627,A03046,2024-12-29,Debit,Shopping,19300.24,ATM,Online,Success,2024,12,December
T035628,A02454,2025-11-04,Credit,Bills,94421.96,Net Banking,Education,Success,2025,11,November
T035629,A00894,2026-09-12,Credit,Healthcare,84926.62,Net Banking,Online,Success,2026,9,September
T035630,A02441,2024-12-01,Debit,Travel,93855.91,Debit Card,Travel,Success,2024,12,December
T035631,A01992,2025-09-10,Debit,Entertainment,57255.51,ATM,Online,Success,2025,9,September
T035632,A02905,2025-01-10,Debit,Food,73257.38,UPI,Healthcare,Success,2025,1,January
T035633,A03086,2025-08-31,Debit,Healthcare,43108.46,Credit Card,Grocery,Success,2025,8,August
T035634,A02769,2026-07-26,Debit,Bills,48411.25,Net Banking,Utility,Success,2026,7,July
T035635,A01346,2026-03-10,Credit,Food,38236.26,UPI,Grocery,Success,2026,3,March
T035636,A03480,2025-08-29,Debit,Other,98969.45,UPI,Travel,Success,2025,8,August
T035637,A03145,2025-01-12,Debit,Utilities,41995.55,UPI,Utility,Success,2025,1,January
T035638,A04900,2024-10-23,Debit,Groceries,58274.27,Debit Card,Other,Success,2024,10,October
T035639,A02469,2026-02-23,Credit,Entertainment,85654.97,ATM,Travel,Success,2026,2,February
T035640,A01487,2026-02-21,Debit,Education,51319.74,UPI,Education,Success,2026,2,February
T035641,A04898,2025-09-16,Credit,Entertainment,68468.53,Credit Card,Education,Success,2025,9,September
T035642,A04223,2025-11-19,Debit,Education,62035.45,ATM,Grocery,Success,2025,11,November
T035643,A00871,2026-06-19,Credit,Education,21336.36,Debit Card,Online,Failed,2026,6,June
T035644,A03599,2025-01-14,Debit,Shopping,93546.5,Credit Card,Other,Success,2025,1,January
T035645,A01806,2026-01-19,Credit,Other,23382.35,Net Banking,Other,Success,2026,1,January
T035646,A02670,2026-01-23,Debit,Bills,44938.52,UPI,Education,Success,2026,1,January
T035647,A04754,2025-02-02,Credit,Food,51230.72,Net Banking,Travel,Success,2025,2,February
T035648,A04298,2025-02-27,Debit,Travel,49356.47,Credit Card,Retail,Success,2025,2,February
T035649,A04711,2026-05-08,Credit,Utilities,56276.81,Net Banking,Travel,Success,2026,5,May
T035650,A03058,2026-07-10,Credit,Travel,32372.58,UPI,Utility,Success,2026,7,July
T035651,A00895,2025-01-27,Credit,Utilities,58779.27,Credit Card,Grocery,Success,2025,1,January
T035652,A00688,2026-03-29,Credit,Food,34884.8,Net Banking,Education,Success,2026,3,March
T035653,A00577,2025-02-21,Credit,Shopping,97044.03,ATM,Education,Success,2025,2,February
T035654,A04719,2025-04-14,Debit,Food,36653.15,Credit Card,Fuel,Success,2025,4,April
T035655,A02475,2024-11-28,Credit,Food,14454.68,Debit Card,Online,Success,2024,11,November
T035656,A02993,2025-10-30,Credit,Entertainment,80857.44,Credit Card,Restaurant,Success,2025,10,October
T035657,A01140,2026-09-07,Credit,Education,67608.18,Net Banking,Retail,Success,2026,9,September
T035658,A02971,2025-12-18,Credit,Shopping,44195.21,Debit Card,Other,Success,2025,12,December
T035659,A04615,2026-01-14,Credit,Groceries,92379.15,UPI,Utility,Success,2026,1,January
T035660,A01342,2026-02-18,Credit,Bills,31469.61,Debit Card,Education,Success,2026,2,February
T035661,A02846,2026-06-27,Debit,Other,88810.75,UPI,Restaurant,Success,2026,6,June
T035662,A01762,2026-06-02,Credit,Bills,64525.43,Net Banking,Fuel,Success,2026,6,June
T035663,A04545,2025-05-29,Debit,Travel,37468.02,ATM,Fuel,Success,2025,5,May
T035664,A02990,2025-03-28,Debit,Healthcare,40471.5,UPI,Travel,Failed,2025,3,March
T035665,A01464,2025-12-30,Debit,Shopping,46806.83,Debit Card,Retail,Pending,2025,12,December
T035666,A04902,2026-04-29,Debit,Education,92765.21,Net Banking,Travel,Success,2026,4,April
T035667,A02218,2025-07-14,Credit,Groceries,38982.7,ATM,Utility,Success,2025,7,July
T035668,A04830,2025-11-15,Debit,Travel,97040.33,Net Banking,Healthcare,Success,2025,11,November
T035669,A04801,2026-08-03,Credit,Healthcare,22527.82,UPI,Healthcare,Success,2026,8,August
T035670,A02020,2024-09-17,Debit,Education,51800.3,Net Banking,Restaurant,Success,2024,9,September
T035671,A04625,2026-08-03,Credit,Healthcare,39538.73,UPI,Education,Success,2026,8,August
T035672,A02128,2025-12-16,Credit,Utilities,39616.0,ATM,Utility,Success,2025,12,December
T035673,A04865,2024-11-08,Credit,Healthcare,54545.57,Credit Card,Utility,Success,2024,11,November
T035674,A01362,2026-06-26,Credit,Education,16916.67,UPI,Grocery,Pending,2026,6,June
T035675,A03404,2024-11-15,Debit,Groceries,76885.57,Net Banking,Healthcare,Success,2024,11,November
T035676,A04942,2026-04-29,Credit,Other,93725.23,UPI,Restaurant,Success,2026,4,April
T035677,A03114,2025-12-15,Debit,Other,45209.8,ATM,Travel,Success,2025,12,December
T035678,A03497,2025-11-22,Debit,Groceries,45800.86,Net Banking,Healthcare,Success,2025,11,November
T035679,A02262,2025-01-30,Debit,Shopping,75488.02,Net Banking,Online,Success,2025,1,January
T035680,A04616,2025-01-09,Debit,Food,57812.08,Debit Card,Restaurant,Success,2025,1,January
T035681,A04839,2025-05-28,Debit,Entertainment,46674.59,ATM,Education,Failed,2025,5,May
T035682,A00926,2024-10-02,Credit,Healthcare,29115.37,Debit Card,Healthcare,Success,2024,10,October
T035683,A00446,2025-04-22,Debit,Healthcare,91025.76,Credit Card,Education,Failed,2025,4,April
T035684,A03123,2026-08-31,Credit,Healthcare,41843.96,Net Banking,Utility,Success,2026,8,August
T035685,A01919,2025-11-06,Credit,Food,75839.4,ATM,Retail,Success,2025,11,November
T035686,A04700,2026-02-08,Debit,Groceries,26780.99,ATM,Education,Success,2026,2,February
T035687,A04017,2026-06-26,Credit,Travel,72906.33,UPI,Retail,Success,2026,6,June
T035688,A04807,2024-10-21,Credit,Other,28560.05,Debit Card,Other,Success,2024,10,October
T035689,A04604,2026-04-10,Credit,Other,47807.28,Net Banking,Utility,Success,2026,4,April
T035690,A03674,2025-10-28,Credit,Travel,17936.76,Credit Card,Travel,Success,2025,10,October
T035691,A04129,2026-07-11,Debit,Food,97041.36,Credit Card,Other,Success,2026,7,July
T035692,A03560,2026-07-14,Debit,Entertainment,39383.3,Debit Card,Healthcare,Success,2026,7,July
T035693,A02664,2024-10-15,Credit,Groceries,11423.71,Net Banking,Fuel,Success,2024,10,October
T035694,A02125,2026-09-01,Debit,Bills,14621.39,ATM,Other,Failed,2026,9,September
T035695,A02992,2026-07-09,Debit,Bills,6946.38,Debit Card,Grocery,Pending,2026,7,July
T035696,A00195,2025-11-11,Debit,Other,7342.53,Net Banking,Education,Success,2025,11,November
T035697,A00217,2025-05-02,Debit,Utilities,4893.83,UPI,Utility,Success,2025,5,May
T035698,A04527,2026-08-16,Debit,Bills,27325.64,Credit Card,Grocery,Success,2026,8,August
T035699,A01055,2024-11-04,Debit,Other,51422.5,Credit Card,Retail,Success,2024,11,November
T035700,A03508,2025-12-30,Credit,Healthcare,63829.35,UPI,Utility,Success,2025,12,December
T035701,A02913,2026-04-05,Debit,Utilities,46520.15,Credit Card,Travel,Success,2026,4,April
T035702,A00530,2025-01-10,Debit,Travel,49386.37,UPI,Education,Success,2025,1,January
T035703,A03642,2025-05-25,Credit,Entertainment,315.82,Net Banking,Other,Success,2025,5,May
T035704,A01882,2024-12-12,Credit,Food,89258.81,Credit Card,Online,Success,2024,12,December
T035705,A03313,2025-08-20,Debit,Healthcare,10798.38,ATM,Retail,Success,2025,8,August
T035706,A04643,2026-08-18,Debit,Utilities,82342.66,Credit Card,Retail,Success,2026,8,August
T035707,A02823,2024-09-20,Credit,Shopping,53058.32,Debit Card,Fuel,Success,2024,9,September
T035708,A03459,2025-05-19,Credit,Groceries,98548.79,Credit Card,Fuel,Success,2025,5,May
T035709,A04385,2024-10-11,Credit,Food,18221.8,Net Banking,Fuel,Success,2024,10,October
T035710,A03422,2026-04-13,Credit,Education,72345.35,Debit Card,Travel,Success,2026,4,April
T035711,A01835,2026-03-08,Debit,Entertainment,40115.91,UPI,Restaurant,Success,2026,3,March
T035712,A00103,2025-01-31,Credit,Other,77018.39,Net Banking,Travel,Success,2025,1,January
T035713,A04992,2025-09-06,Debit,Groceries,75035.54,Credit Card,Fuel,Success,2025,9,September
T035714,A03869,2025-11-08,Debit,Shopping,15043.07,Debit Card,Restaurant,Success,2025,11,November
T035715,A04950,2024-11-12,Credit,Other,98057.25,Debit Card,Utility,Success,2024,11,November
T035716,A00955,2024-12-03,Debit,Healthcare,50238.64,UPI,Grocery,Success,2024,12,December
T035717,A03220,2025-10-07,Credit,Groceries,23357.37,UPI,Online,Success,2025,10,October
T035718,A01764,2026-06-24,Credit,Shopping,54706.48,Credit Card,Education,Success,2026,6,June
T035719,A01977,2026-07-08,Credit,Groceries,93540.08,Debit Card,Education,Pending,2026,7,July
T035720,A04594,2026-06-10,Credit,Food,70160.63,ATM,Healthcare,Success,2026,6,June
T035721,A01936,2025-07-09,Debit,Travel,80816.12,ATM,Other,Success,2025,7,July
T035722,A00739,2025-02-17,Credit,Healthcare,49310.33,Debit Card,Education,Success,2025,2,February
T035723,A01872,2025-10-15,Debit,Other,79321.55,UPI,Healthcare,Success,2025,10,October
T035724,A03153,2026-04-24,Debit,Travel,4723.54,Credit Card,Online,Success,2026,4,April
T035725,A03594,2025-03-21,Debit,Food,22491.51,UPI,Travel,Success,2025,3,March
T035726,A00478,2026-04-01,Debit,Food,64333.15,UPI,Travel,Success,2026,4,April
T035727,A01095,2026-02-24,Debit,Utilities,30900.07,Debit Card,Utility,Success,2026,2,February
T035728,A00647,2025-11-18,Credit,Groceries,32286.79,Credit Card,Other,Success,2025,11,November
T035729,A03229,2026-01-31,Credit,Entertainment,62301.88,Debit Card,Grocery,Success,2026,1,January
T035730,A03835,2026-04-21,Credit,Groceries,95524.46,UPI,Online,Success,2026,4,April
T035731,A01655,2026-08-07,Debit,Travel,36449.85,Credit Card,Retail,Success,2026,8,August
T035732,A00058,2026-08-21,Debit,Groceries,48345.5,Debit Card,Fuel,Success,2026,8,August
T035733,A00721,2025-01-04,Credit,Shopping,84216.06,Credit Card,Fuel,Success,2025,1,January
T035734,A01903,2025-03-31,Debit,Healthcare,36583.5,UPI,Online,Success,2025,3,March
T035735,A02975,2026-02-05,Credit,Bills,45398.71,Debit Card,Fuel,Success,2026,2,February
T035736,A00454,2026-06-29,Debit,Groceries,97721.48,UPI,Retail,Success,2026,6,June
T035737,A03481,2024-10-19,Debit,Other,22856.46,ATM,Other,Success,2024,10,October
T035738,A04805,2024-12-29,Debit,Healthcare,8565.9,Credit Card,Other,Success,2024,12,December
T035739,A02402,2025-09-07,Credit,Utilities,64634.22,ATM,Grocery,Success,2025,9,September
T035740,A03117,2025-03-23,Debit,Utilities,72502.41,UPI,Education,Success,2025,3,March
T035741,A00251,2026-06-10,Debit,Education,44700.8,Credit Card,Online,Success,2026,6,June
T035742,A04563,2025-12-24,Credit,Other,76895.47,Credit Card,Online,Pending,2025,12,December
T035743,A04590,2025-09-08,Credit,Entertainment,5217.21,Net Banking,Education,Success,2025,9,September
T035744,A01840,2026-09-08,Debit,Other,90389.17,Net Banking,Other,Success,2026,9,September
T035745,A03871,2025-12-04,Credit,Groceries,38916.64,ATM,Retail,Success,2025,12,December
T035746,A01824,2024-11-15,Credit,Shopping,63100.81,UPI,Education,Success,2024,11,November
T035747,A04206,2025-07-13,Debit,Shopping,47267.8,UPI,Other,Success,2025,7,July
T035748,A02809,2024-12-17,Credit,Education,22905.17,Debit Card,Retail,Success,2024,12,December
T035749,A00579,2025-10-01,Debit,Shopping,34775.98,Debit Card,Other,Failed,2025,10,October
T035750,A01661,2025-11-27,Credit,Groceries,48934.06,UPI,Grocery,Success,2025,11,November
T035751,A02426,2026-08-14,Credit,Bills,87027.51,UPI,Online,Success,2026,8,August
T035752,A03996,2024-11-28,Debit,Bills,78393.5,UPI,Retail,Pending,2024,11,November
T035753,A03587,2025-05-14,Debit,Travel,36975.49,UPI,Grocery,Success,2025,5,May
T035754,A04162,2026-05-11,Debit,Healthcare,63520.06,Net Banking,Restaurant,Success,2026,5,May
T035755,A00327,2024-10-11,Debit,Healthcare,20868.68,UPI,Fuel,Failed,2024,10,October
T035756,A02562,2026-02-17,Debit,Travel,38496.3,Debit Card,Retail,Failed,2026,2,February
T035757,A03551,2026-08-15,Debit,Education,60322.31,Debit Card,Online,Success,2026,8,August
T035758,A04745,2026-01-09,Credit,Other,6821.2,Net Banking,Travel,Success,2026,1,January
T035759,A02306,2025-11-17,Debit,Shopping,82452.68,Credit Card,Education,Success,2025,11,November
T035760,A03599,2026-01-22,Credit,Groceries,80857.5,Credit Card,Retail,Success,2026,1,January
T035761,A00700,2024-12-27,Debit,Groceries,72469.09,Debit Card,Utility,Success,2024,12,December
T035762,A01198,2025-05-15,Credit,Other,36171.55,Net Banking,Travel,Success,2025,5,May
T035763,A00766,2025-07-04,Debit,Travel,74876.7,Credit Card,Fuel,Success,2025,7,July
T035764,A04884,2026-04-01,Debit,Healthcare,26158.8,Debit Card,Restaurant,Success,2026,4,April
T035765,A04484,2026-01-22,Debit,Utilities,95683.17,UPI,Retail,Success,2026,1,January
T035766,A04728,2026-01-05,Credit,Food,44189.66,UPI,Online,Success,2026,1,January
T035767,A03287,2026-08-28,Debit,Healthcare,27100.46,Net Banking,Restaurant,Success,2026,8,August
T035768,A00336,2026-02-03,Credit,Travel,7049.72,Credit Card,Education,Success,2026,2,February
T035769,A00791,2026-08-27,Debit,Education,34909.28,ATM,Fuel,Success,2026,8,August
