transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status
T035983,A03819,2025-02-16,Credit,Food,36391.29,UPI,Fuel,Success
T035984,A02357,2025-06-14,Credit,Bills,11896.74,UPI,Online,Success
T035985,A01990,2024-11-04,Debit,Shopping,53592.35,UPI,Grocery,Success
T035986,A03456,2026-08-29,Debit,Food,75673.56,ATM,Education,Success
T035987,A02706,2026-04-05,Credit,Education,40668.49,UPI,Online,Success
T035988,A04236,2026-03-17,Debit,Entertainment,3071.81,Net Banking,Retail,Success
T035989,A04422,2025-03-24,Credit,Shopping,95338.45,Credit Card,Grocery,Success
T035990,A04029,2026-08-17,Credit,Utilities,66628.39,ATM,Healthcare,Success
T035991,A04018,2025-02-12,Debit,Food,93909.54,ATM,Retail,Success
T035992,A02700,2026-08-30,Credit,Bills,21903.49,Credit Card,Utility,Success
T035993,A00212,2025-06-14,Debit,Entertainment,28827.69,ATM,Travel,Success
T035994,A04819,2024-12-02,Credit,Other,81312.05,UPI,Online,Success
T035995,A00610,2026-06-01,Credit,Education,89299.47,UPI,Healthcare,Success
T035996,A02926,2025-09-16,Debit,Food,60828.17,ATM,Fuel,Success
T035997,A00596,2025-03-05,Debit,Shopping,80325.35,UPI,Retail,Success
T035998,A02186,2026-02-26,Debit,Entertainment,78541.76,Credit Card,Travel,Success
T035999,A00149,2024-09-17,Debit,Other,16014.52,Credit Card,Travel,Success
T036000,A01468,2026-04-22,Debit,Food,31292.84,Credit Card,Grocery,Success
T036001,A01666,2025-03-08,Debit,Travel,9312.62,ATM,Utility,Success
T036002,A02077,2026-08-17,Debit,Healthcare,32078.07,Credit Card,Restaurant,Success
T036003,A03371,2026-06-29,Credit,Shopping,45617.03,UPI,Grocery,Success
T036004,A04310,2026-06-08,Debit,Travel,13651.96,UPI,Restaurant,Success
T036005,A04790,2026-03-12,Debit,Education,34571.83,ATM,Healthcare,Success
T036006,A04297,2025-03-14,Debit,Shopping,62131.73,Credit Card,Travel,Success
T036007,A02342,2025-03-13,Credit,Healthcare,19225.11,UPI,Online,Success
T036008,A03113,2025-05-07,Credit,Travel,81855.73,ATM,Other,Success
T036009,A04132,2025-06-22,Debit,Bills,89262.14,Credit Card,Fuel,Success
T036010,A03856,2024-11-14,Credit,Groceries,89339.13,Credit Card,Education,Success
T036011,A02522,2025-01-18,Debit,Healthcare,14698.14,Net Banking,Online,Success
T036012,A00419,2025-05-21,Credit,Other,76261.89,Credit Card,Retail,Success
T036013,A00830,2025-10-28,Credit,Healthcare,17471.66,UPI,Online,Success
T036014,A02783,2025-04-01,Credit,Travel,754.0,Debit Card,Restaurant,Success
T036015,A04228,2025-08-27,Debit,Food,57643.6,Credit Card,Travel,Success
T036016,A00581,2026-05-11,Debit,Education,15059.97,UPI,Online,Success
T036017,A03173,2026-04-05,Debit,Groceries,82460.74,Debit Card,Travel,Success
T036018,A03189,2024-11-02,Debit,Healthcare,3138.92,UPI,Fuel,Success
T036019,A00796,2024-09-28,Credit,Other,55511.05,Debit Card,Retail,Success
T036020,A02054,2026-08-06,Debit,Groceries,21218.0,UPI,Utility,Success
T036021,A03879,2025-06-27,Credit,Healthcare,13865.09,Net Banking,Retail,Success
T036022,A03941,2025-11-09,Debit,Utilities,98254.04,ATM,Restaurant,Success
T036023,A04753,2025-08-13,Debit,Education,49234.73,ATM,Other,Success
T036024,A00305,2025-01-16,Debit,Travel,46560.11,ATM,Restaurant,Success
T036025,A00442,2026-05-20,Credit,Travel,55917.72,Debit Card,Utility,Success
T036026,A01051,2025-05-09,Credit,Entertainment,49856.86,Credit Card,Grocery,Success
T036027,A02750,2025-09-14,Credit,Travel,68468.93,Net Banking,Travel,Success
T036028,A04900,2024-09-18,Debit,Shopping,65271.63,Debit Card,Utility,Success
T036029,A02974,2026-09-12,Credit,Utilities,34341.89,Debit Card,Grocery,Success
T036030,A01092,2026-05-08,Debit,Entertainment,31212.51,Credit Card,Restaurant,Success
T036031,A03502,2026-02-22,Debit,Shopping,29852.4,ATM,Online,Failed
T036032,A04053,2024-12-23,Credit,Education,19249.07,Net Banking,Other,Success
T036033,A02460,2025-03-31,Debit,Utilities,78535.42,Credit Card,Online,Success
T036034,A02593,2024-12-04,Credit,Bills,58441.35,UPI,Retail,Success
T036035,A04350,2025-01-04,Debit,Shopping,2439.7,Net Banking,Online,Success
T036036,A03108,2025-11-17,Debit,Food,6485.26,Net Banking,Education,Success
T036037,A01318,2025-09-27,Debit,Shopping,27757.18,Net Banking,Fuel,Success
T036038,A02151,2024-09-29,Credit,Groceries,27020.63,Credit Card,Restaurant,Success
T036039,A01374,2025-09-10,Debit,Groceries,53465.36,UPI,Utility,Success
T036040,A02174,2025-08-13,Debit,Education,55119.34,UPI,Retail,Success
T036041,A00226,2025-10-25,Credit,Utilities,47547.93,UPI,Restaurant,Success
T036042,A04909,2026-05-30,Credit,Bills,13149.34,Net Banking,Grocery,Success
T036043,A01285,2025-07-30,Credit,Healthcare,68089.86,ATM,Fuel,Success
T036044,A00441,2025-10-18,Debit,Food,52067.64,Credit Card,Utility,Success
T036045,A03797,2026-02-02,Debit,Bills,52918.98,ATM,Fuel,Success
T036046,A03949,2024-11-23,Debit,Food,62944.91,Debit Card,Online,Success
T036047,A00729,2025-11-10,Debit,Education,64758.1,Credit Card,Healthcare,Success
T036048,A01478,2026-04-14,Debit,Education,64016.95,UPI,Utility,Success
T036049,A02864,2025-03-09,Debit,Other,35545.1,UPI,Utility,Success
T036050,A01323,2024-11-15,Credit,Other,75756.43,Net Banking,Education,Failed
T036051,A03280,2026-04-09,Credit,Travel,53013.67,UPI,Education,Success
T036052,A00072,2025-12-22,Debit,Travel,92594.32,Net Banking,Other,Success
T036053,A04757,2025-10-16,Credit,Utilities,53977.02,ATM,Online,Pending
T036054,A03673,2026-08-01,Credit,Shopping,69593.54,Net Banking,Fuel,Success
T036055,A00205,2025-11-04,Debit,Healthcare,58252.0,ATM,Restaurant,Failed
T036056,A03525,2025-04-28,Credit,Education,79072.85,Net Banking,Healthcare,Success
T036057,A01879,2026-02-01,Credit,Travel,57624.97,UPI,Other,Success
T036058,A01531,2024-10-08,Credit,Groceries,66371.73,Debit Card,Restaurant,Success
T036059,A01048,2025-01-30,Debit,Shopping,814.21,ATM,Restaurant,Success
T036060,A04769,2025-02-07,Debit,Utilities,70399.99,ATM,Fuel,Success
T036061,A02388,2024-12-06,Debit,Entertainment,251.09,Credit Card,Travel,Success
T036062,A04475,2026-04-24,Credit,Travel,30301.98,Net Banking,Travel,Success
T036063,A00342,2026-07-21,Credit,Education,80229.71,ATM,Healthcare,Pending
T036064,A01947,2026-04-04,Credit,Bills,95335.72,UPI,Fuel,Success
T036065,A04812,2026-05-19,Debit,Other,91347.86,Debit Card,Travel,Success
T036066,A04317,2025-10-27,Credit,Education,60760.04,ATM,Education,Success
T036067,A01234,2026-06-02,Debit,Travel,5435.01,Debit Card,Online,Success
T036068,A04468,2024-12-06,Debit,Travel,79382.67,Net Banking,Utility,Success
T036069,A00567,2025-03-18,Credit,Healthcare,65180.47,Debit Card,Education,Success
T036070,A04406,2026-08-06,Debit,Other,15228.2,Debit Card,Online,Success
T036071,A03331,2026-04-20,Debit,Groceries,84756.58,ATM,Grocery,Pending
T036072,A01968,2026-07-20,Credit,Shopping,21158.05,Net Banking,Other,Success
T036073,A01239,2026-03-04,Debit,Education,40122.4,Credit Card,Utility,Success
T036074,A01974,2024-10-11,Credit,Education,22747.39,Debit Card,Grocery,Success
T036075,A02973,2026-05-05,Debit,Groceries,47004.01,Credit Card,Other,Success
T036076,A02143,2025-07-27,Debit,Other,43300.96,UPI,Other,Success
T036077,A02444,2026-04-18,Debit,Travel,44410.79,ATM,Education,Success
T036078,A01887,2025-09-01,Debit,Groceries,99003.42,Credit Card,Fuel,Success
T036079,A04740,2024-09-14,Debit,Food,17020.31,Net Banking,Restaurant,Success
T036080,A02598,2025-05-08,Debit,Utilities,41784.08,Credit Card,Other,Success
T036081,A01359,2024-12-09,Debit,Food,16560.73,Debit Card,Utility,Success
T036082,A02721,2025-10-11,Credit,Entertainment,52264.61,Net Banking,Education,Success
T036083,A04403,2026-02-22,Credit,Travel,50086.3,Credit Card,Utility,Success
T036084,A01654,2026-08-01,Debit,Travel,43474.0,Credit Card,Utility,Success
T036085,A00069,2025-12-12,Credit,Education,17873.56,UPI,Retail,Success
T036086,A02759,2026-03-25,Credit,Healthcare,57961.73,Debit Card,Healthcare,Success
T036087,A02162,2025-11-24,Credit,Food,47941.69,UPI,Grocery,Pending
T036088,A04522,2026-01-10,Debit,Education,98228.1,Net Banking,Fuel,Success
T036089,A03183,2024-12-31,Credit,Entertainment,92500.33,ATM,Utility,Success
T036090,A02761,2025-01-07,Credit,Shopping,18360.34,Debit Card,Travel,Success
T036091,A04202,2026-06-06,Debit,Entertainment,90652.54,UPI,Education,Success
T036092,A02490,2026-04-09,Debit,Shopping,32281.33,ATM,Other,Failed
T036093,A03314,2026-05-07,Credit,Healthcare,87655.56,Debit Card,Travel,Success
T036094,A00628,2026-01-19,Debit,Bills,79109.24,UPI,Restaurant,Success
T036095,A02567,2026-03-17,Debit,Education,57314.69,ATM,Online,Success
T036096,A02560,2026-01-05,Debit,Food,10162.95,Debit Card,Retail,Success
T036097,A02492,2025-11-27,Credit,Shopping,43900.58,Debit Card,Utility,Success
T036098,A00658,2025-11-18,Credit,Entertainment,29992.82,Credit Card,Healthcare,Success
T036099,A02535,2026-03-20,Credit,Other,64322.67,Net Banking,Grocery,Success
T036100,A03863,2026-07-25,Credit,Shopping,79288.18,UPI,Online,Success
T036101,A00487,2026-08-28,Credit,Food,82632.72,ATM,Grocery,Success
T036102,A04275,2026-07-12,Debit,Utilities,54385.58,Credit Card,Restaurant,Success
T036103,A03233,2025-10-06,Credit,Entertainment,67770.49,Net Banking,Other,Success
T036104,A03922,2025-12-05,Credit,Healthcare,36481.38,ATM,Restaurant,Success
T036105,A04394,2025-08-09,Debit,Entertainment,48631.76,ATM,Grocery,Success
T036106,A03560,2025-11-28,Credit,Education,89937.74,ATM,Fuel,Success
T036107,A00976,2026-09-13,Debit,Travel,69429.09,UPI,Retail,Success
T036108,A03536,2025-12-17,Credit,Travel,33638.12,Credit Card,Healthcare,Success
T036109,A03183,2026-01-26,Credit,Food,63124.28,UPI,Retail,Success
T036110,A00891,2024-09-21,Credit,Groceries,92664.43,Net Banking,Education,Success
T036111,A01932,2026-04-14,Debit,Food,31297.63,ATM,Education,Success
T036112,A02257,2026-07-24,Debit,Travel,22886.47,Net Banking,Utility,Success
T036113,A01493,2025-01-07,Credit,Education,13928.71,UPI,Fuel,Success
T036114,A02324,2025-08-17,Debit,Shopping,16666.24,Credit Card,Grocery,Success
T036115,A02334,2025-12-13,Debit,Other,40603.53,Net Banking,Healthcare,Success
T036116,A00437,2025-08-14,Debit,Entertainment,88827.35,ATM,Utility,Failed
T036117,A03909,2025-01-28,Debit,Education,11073.19,ATM,Utility,Success
T036118,A02557,2025-09-23,Debit,Entertainment,71352.68,Net Banking,Online,Success
T036119,A01675,2025-06-26,Debit,Bills,65124.71,ATM,Restaurant,Success
T036120,A04556,2026-08-25,Debit,Bills,23426.47,UPI,Healthcare,Success
T036121,A02882,2026-06-15,Debit,Bills,73044.6,Net Banking,Grocery,Success
T036122,A01268,2025-11-20,Credit,Groceries,68636.42,Debit Card,Education,Success
T036123,A00435,2024-11-19,Credit,Food,57056.43,Debit Card,Retail,Success
T036124,A03425,2026-09-03,Credit,Healthcare,20136.35,UPI,Retail,Success
T036125,A00920,2026-02-08,Debit,Shopping,83430.44,Debit Card,Other,Success
T036126,A03611,2025-04-24,Credit,Travel,48375.94,ATM,Fuel,Success
T036127,A00361,2026-06-09,Debit,Shopping,67718.29,ATM,Retail,Failed
T036128,A04320,2026-08-23,Debit,Food,25342.88,Debit Card,Fuel,Success
T036129,A04593,2026-08-28,Debit,Groceries,92489.14,Credit Card,Travel,Success
T036130,A02878,2024-10-12,Credit,Utilities,25450.24,Net Banking,Travel,Success
T036131,A01978,2024-12-21,Debit,Bills,43926.85,Net Banking,Education,Success
T036132,A02520,2025-02-24,Debit,Other,83511.56,UPI,Online,Success
T036133,A00715,2024-12-10,Debit,Groceries,91852.07,Debit Card,Travel,Success
T036134,A03248,2025-10-13,Debit,Utilities,136.19,Net Banking,Healthcare,Success
T036135,A02250,2025-02-18,Debit,Healthcare,45657.99,UPI,Restaurant,Success
T036136,A02517,2025-03-23,Credit,Healthcare,28784.21,Debit Card,Healthcare,Success
T036137,A03167,2025-12-30,Debit,Education,42584.42,Credit Card,Travel,Success
T036138,A03593,2025-03-09,Debit,Travel,52215.51,UPI,Healthcare,Success
T036139,A03778,2025-02-02,Debit,Education,14718.37,Credit Card,Restaurant,Success
T036140,A01788,2024-10-31,Credit,Groceries,21285.27,Net Banking,Other,Success
T036141,A01002,2024-12-09,Credit,Entertainment,60013.54,Net Banking,Grocery,Success
T036142,A03738,2025-03-28,Debit,Other,18563.03,Credit Card,Grocery,Success
T036143,A00071,2026-02-01,Credit,Bills,75678.61,Debit Card,Travel,Success
T036144,A02574,2025-12-15,Debit,Entertainment,32550.53,UPI,Retail,Success
T036145,A00949,2025-05-14,Debit,Groceries,98301.06,Debit Card,Utility,Success
T036146,A01014,2025-04-13,Debit,Education,54069.9,Net Banking,Grocery,Success
T036147,A02386,2026-07-31,Debit,Education,23384.25,Net Banking,Retail,Success
T036148,A04435,2025-05-01,Debit,Entertainment,62215.55,Net Banking,Travel,Success
T036149,A00398,2025-02-27,Credit,Education,37632.75,UPI,Healthcare,Success
T036150,A02517,2025-02-23,Credit,Other,43816.74,Debit Card,Education,Success
T036151,A00031,2026-01-29,Credit,Food,25846.5,UPI,Grocery,Success
T036152,A04901,2026-07-23,Debit,Shopping,86413.73,Net Banking,Fuel,Success
T036153,A03653,2025-02-10,Debit,Bills,15898.56,Credit Card,Education,Pending
T036154,A02766,2026-05-21,Credit,Healthcare,3106.42,ATM,Retail,Success
T036155,A03413,2025-09-05,Debit,Food,27759.2,Credit Card,Utility,Success
T036156,A00433,2026-06-02,Debit,Utilities,75543.56,UPI,Restaurant,Success
T036157,A01384,2026-09-03,Debit,Entertainment,24638.35,UPI,Other,Success
T036158,A03259,2024-10-28,Debit,Education,73434.12,Net Banking,Utility,Success
T036159,A03212,2025-05-24,Credit,Education,38707.05,ATM,Restaurant,Success
T036160,A04313,2026-07-04,Credit,Travel,56444.62,Debit Card,Retail,Success
T036161,A00331,2025-07-27,Credit,Utilities,32673.23,Debit Card,Healthcare,Success
T036162,A01894,2025-10-21,Credit,Groceries,75950.81,UPI,Other,Success
T036163,A00007,2026-08-23,Debit,Bills,44240.81,UPI,Online,Success
T036164,A01360,2026-06-18,Credit,Bills,79610.73,UPI,Retail,Success
T036165,A00978,2026-03-03,Debit,Bills,36794.35,Net Banking,Utility,Success
T036166,A03726,2025-02-28,Credit,Healthcare,13996.45,UPI,Travel,Success
T036167,A00905,2025-10-24,Credit,Entertainment,6425.8,Debit Card,Online,Success
T036168,A02393,2025-04-12,Debit,Other,26248.46,UPI,Travel,Success
T036169,A00083,2026-08-05,Credit,Food,55685.45,Net Banking,Grocery,Success
T036170,A00552,2026-01-12,Debit,Food,1615.65,Debit Card,Education,Success
T036171,A02840,2025-01-14,Debit,Bills,37977.46,ATM,Education,Success
T036172,A03309,2025-05-19,Credit,Shopping,77386.22,ATM,Education,Success
T036173,A03830,2025-11-06,Debit,Shopping,97719.3,Credit Card,Travel,Success
T036174,A03086,2025-02-24,Credit,Shopping,70330.51,UPI,Grocery,Success
T036175,A03711,2025-12-27,Debit,Food,68169.31,Debit Card,Retail,Success
T036176,A02221,2025-04-24,Debit,Entertainment,78671.84,Debit Card,Grocery,Success
T036177,A04310,2025-04-15,Debit,Shopping,33884.09,ATM,Other,Success
T036178,A03644,2025-09-07,Credit,Bills,69043.94,UPI,Other,Pending
T036179,A02880,2026-06-27,Debit,Shopping,57961.13,ATM,Grocery,Success
T036180,A02130,2026-02-07,Debit,Entertainment,47571.13,Credit Card,Fuel,Success
T036181,A00326,2025-05-06,Debit,Utilities,82520.21,Debit Card,Retail,Success
T036182,A04803,2026-03-09,Credit,Bills,59437.8,Net Banking,Utility,Success
T036183,A03985,2025-01-23,Credit,Utilities,33051.65,Net Banking,Grocery,Success
T036184,A00404,2026-01-10,Credit,Shopping,90320.21,Net Banking,Online,Success
T036185,A00663,2025-09-10,Credit,Other,21944.17,Net Banking,Education,Success
T036186,A03899,2025-04-12,Debit,Other,43024.31,Debit Card,Travel,Success
T036187,A02651,2024-11-15,Credit,Other,86869.67,Credit Card,Online,Success
T036188,A02692,2026-04-19,Credit,Healthcare,55216.3,UPI,Healthcare,Success
T036189,A02877,2025-12-28,Debit,Bills,16863.82,UPI,Restaurant,Success
T036190,A02112,2026-03-31,Debit,Travel,34113.59,ATM,Other,Success
T036191,A03260,2025-01-27,Debit,Travel,41977.3,Net Banking,Healthcare,Success
T036192,A00484,2026-04-05,Credit,Shopping,7004.73,Credit Card,Education,Success
T036193,A02920,2026-05-17,Credit,Food,33704.72,ATM,Travel,Success
T036194,A02602,2024-12-30,Debit,Travel,24270.52,Credit Card,Travel,Success
T036195,A03289,2026-02-02,Credit,Food,42662.26,ATM,Online,Success
T036196,A01378,2025-11-20,Debit,Education,77502.18,UPI,Travel,Success
T036197,A03815,2025-06-03,Credit,Bills,16872.57,Debit Card,Travel,Success
T036198,A01643,2025-08-16,Credit,Travel,80373.21,Debit Card,Utility,Success
T036199,A03163,2025-01-30,Credit,Bills,19687.49,ATM,Healthcare,Success
T036200,A02089,2026-03-29,Debit,Entertainment,33880.74,Net Banking,Online,Success
T036201,A02203,2025-04-20,Debit,Groceries,82705.96,UPI,Retail,Success
T036202,A04183,2024-10-26,Credit,Entertainment,37323.56,ATM,Retail,Failed
T036203,A02593,2024-12-29,Credit,Groceries,24266.11,Credit Card,Utility,Success
T036204,A03406,2025-06-02,Debit,Education,28426.11,Net Banking,Utility,Success
T036205,A02354,2025-10-12,Credit,Bills,18441.07,Credit Card,Restaurant,Success
T036206,A03995,2026-02-14,Credit,Healthcare,97927.05,Net Banking,Fuel,Success
T036207,A03903,2025-05-25,Credit,Bills,75197.82,ATM,Fuel,Success
T036208,A02603,2025-04-23,Credit,Bills,11797.71,Net Banking,Restaurant,Success
T036209,A00571,2025-06-19,Credit,Bills,13912.48,ATM,Retail,Success
T036210,A01132,2026-04-17,Credit,Travel,5169.27,Debit Card,Utility,Success
T036211,A03482,2026-04-20,Credit,Utilities,74250.48,Credit Card,Online,Success
T036212,A02651,2025-04-13,Debit,Utilities,9773.37,Debit Card,Education,Success
T036213,A03729,2025-02-17,Credit,Other,37942.17,Debit Card,Fuel,Success
T036214,A02226,2025-05-25,Debit,Travel,4917.15,Credit Card,Online,Success
T036215,A00550,2025-05-26,Debit,Utilities,54837.54,Debit Card,Other,Success
T036216,A03559,2025-01-02,Credit,Utilities,22524.53,Debit Card,Retail,Success
T036217,A00922,2026-08-23,Debit,Shopping,77646.31,UPI,Fuel,Success
T036218,A03370,2026-09-04,Credit,Bills,29344.45,ATM,Education,Success
T036219,A03897,2024-11-06,Debit,Education,15946.57,ATM,Education,Success
T036220,A00991,2025-04-15,Debit,Education,35546.07,UPI,Retail,Success
T036221,A03527,2026-05-15,Credit,Travel,71394.74,Debit Card,Grocery,Success
T036222,A02594,2025-08-06,Debit,Healthcare,67982.36,UPI,Retail,Success
T036223,A01775,2025-06-01,Debit,Entertainment,36767.6,Debit Card,Fuel,Success
T036224,A03294,2025-02-28,Credit,Travel,21242.62,ATM,Travel,Success
T036225,A00174,2026-01-30,Credit,Shopping,81889.39,Debit Card,Other,Success
T036226,A03687,2024-11-25,Credit,Bills,54091.72,ATM,Restaurant,Success
T036227,A04984,2026-03-19,Credit,Entertainment,7684.28,Credit Card,Retail,Success
T036228,A01481,2026-01-12,Debit,Other,65397.2,Debit Card,Other,Success
T036229,A02096,2025-08-23,Credit,Bills,59722.04,Net Banking,Retail,Success
T036230,A00024,2024-10-28,Credit,Travel,85252.47,UPI,Travel,Success
T036231,A03426,2025-07-15,Debit,Education,51889.62,ATM,Travel,Success
T036232,A02739,2025-08-10,Debit,Groceries,47928.61,Debit Card,Utility,Success
T036233,A04818,2025-07-11,Debit,Healthcare,2625.24,Net Banking,Retail,Success
T036234,A03566,2024-12-22,Debit,Groceries,52308.7,UPI,Utility,Success
T036235,A04195,2026-02-20,Credit,Other,26446.17,ATM,Healthcare,Failed
T036236,A02403,2025-09-10,Credit,Education,45391.76,Debit Card,Utility,Success
T036237,A00968,2026-02-19,Credit,Healthcare,95429.52,Debit Card,Other,Success
T036238,A03721,2026-07-13,Credit,Education,71486.08,Net Banking,Utility,Success
T036239,A02550,2025-11-05,Debit,Education,34055.72,Net Banking,Online,Success
T036240,A01662,2025-08-30,Debit,Entertainment,86583.7,Net Banking,Retail,Success
T036241,A04484,2025-03-10,Debit,Education,79008.89,Debit Card,Other,Success
T036242,A01786,2024-10-12,Credit,Other,78145.46,Debit Card,Fuel,Success
T036243,A03335,2025-12-19,Credit,Other,68352.66,Net Banking,Grocery,Success
T036244,A00287,2025-05-09,Credit,Shopping,35945.33,Debit Card,Travel,Success
T036245,A04133,2026-08-05,Credit,Education,26912.3,UPI,Retail,Success
T036246,A02623,2026-01-03,Debit,Groceries,12426.69,ATM,Grocery,Success
T036247,A04560,2025-09-05,Credit,Entertainment,83817.91,Credit Card,Fuel,Success
T036248,A02139,2026-03-04,Credit,Healthcare,47331.85,UPI,Travel,Success
T036249,A04592,2025-04-15,Credit,Food,18806.29,Net Banking,Other,Success
T036250,A03895,2026-01-20,Debit,Shopping,50291.1,UPI,Online,Success
T036251,A04316,2026-03-14,Credit,Bills,65078.96,Debit Card,Other,Success
T036252,A01039,2025-10-15,Debit,Utilities,144.91,UPI,Restaurant,Success
T036253,A03665,2025-11-16,Credit,Entertainment,67895.21,Credit Card,Education,Success
T036254,A01691,2024-10-17,Debit,Travel,70550.62,Credit Card,Healthcare,Success
T036255,A04756,2026-07-08,Credit,Groceries,27082.32,Debit Card,Other,Success
T036256,A02397,2026-06-07,Debit,Food,70771.37,UPI,Utility,Success
T036257,A01226,2024-11-12,Credit,Education,32310.34,ATM,Fuel,Success
T036258,A04625,2025-12-19,Credit,Entertainment,68394.09,UPI,Other,Success
T036259,A02703,2025-01-08,Debit,Travel,24817.21,Debit Card,Fuel,Pending
T036260,A04085,2024-09-30,Credit,Other,43022.67,UPI,Retail,Success
T036261,A03300,2026-04-28,Credit,Healthcare,52565.27,Net Banking,Utility,Success
T036262,A00077,2026-05-15,Credit,Groceries,46454.85,Credit Card,Utility,Success
T036263,A00884,2026-02-03,Debit,Bills,16412.96,ATM,Utility,Success
T036264,A04081,2025-01-03,Debit,Shopping,61430.15,Debit Card,Fuel,Success
T036265,A04251,2025-07-02,Credit,Healthcare,51836.29,Net Banking,Other,Success
T036266,A04696,2024-12-12,Debit,Healthcare,53049.42,ATM,Restaurant,Success
T036267,A03670,2026-05-04,Credit,Healthcare,6681.7,ATM,Restaurant,Success
T036268,A04071,2026-06-02,Debit,Entertainment,82795.46,Net Banking,Education,Pending
T036269,A00834,2026-09-11,Debit,Other,5786.83,ATM,Education,Success
T036270,A02944,2024-09-14,Credit,Shopping,33893.42,Debit Card,Healthcare,Success
T036271,A01781,2026-08-03,Credit,Bills,49188.68,UPI,Grocery,Success
T036272,A02293,2025-12-11,Credit,Bills,79307.1,UPI,Restaurant,Success
T036273,A04219,2024-10-16,Credit,Travel,24179.89,Debit Card,Utility,Success
T036274,A00759,2025-01-17,Credit,Travel,36538.48,ATM,Grocery,Success
T036275,A01053,2026-06-10,Credit,Other,73719.15,UPI,Healthcare,Success
T036276,A02198,2025-03-21,Credit,Education,69640.77,ATM,Restaurant,Success
T036277,A00548,2026-04-13,Debit,Groceries,75571.3,Net Banking,Utility,Failed
T036278,A03303,2025-03-03,Credit,Travel,11115.39,Credit Card,Online,Success
T036279,A01590,2025-02-11,Credit,Food,8593.89,ATM,Fuel,Success
T036280,A03104,2025-04-12,Credit,Healthcare,54015.91,Net Banking,Online,Success
T036281,A02542,2025-04-18,Credit,Education,54398.93,Debit Card,Healthcare,Success
T036282,A00363,2026-01-16,Debit,Utilities,38338.35,Debit Card,Restaurant,Success
T036283,A01757,2026-02-24,Credit,Groceries,37323.77,ATM,Other,Success
T036284,A00840,2024-09-23,Debit,Food,99748.16,UPI,Restaurant,Success
T036285,A02493,2026-03-13,Credit,Food,54021.4,Credit Card,Online,Success
T036286,A00896,2026-07-14,Credit,Food,30282.83,ATM,Travel,Success
T036287,A03838,2026-07-16,Credit,Bills,67306.85,Net Banking,Online,Failed
T036288,A04461,2024-09-23,Debit,Travel,77740.97,Net Banking,Online,Success
T036289,A01429,2025-01-18,Debit,Shopping,30203.27,Credit Card,Travel,Success
T036290,A03404,2025-03-27,Debit,Other,58430.18,Net Banking,Education,Success
T036291,A00173,2026-02-10,Debit,Food,7606.21,Debit Card,Other,Success
T036292,A00912,2025-07-22,Credit,Travel,25661.84,UPI,Grocery,Success
T036293,A00185,2024-09-25,Debit,Travel,6103.67,Debit Card,Other,Success
T036294,A02096,2025-10-20,Credit,Healthcare,74943.48,Credit Card,Travel,Success
T036295,A01414,2025-04-19,Debit,Other,44537.36,Credit Card,Online,Pending
T036296,A02237,2025-10-03,Debit,Utilities,24362.4,Credit Card,Retail,Success
T036297,A02578,2024-10-04,Debit,Healthcare,73493.4,ATM,Education,Success
T036298,A02021,2025-08-24,Credit,Groceries,11885.85,Net Banking,Education,Failed
T036299,A01581,2026-08-21,Credit,Travel,63795.06,Debit Card,Utility,Failed
T036300,A01024,2025-02-07,Debit,Bills,97838.64,UPI,Healthcare,Success
T036301,A03323,2024-12-07,Credit,Travel,47190.53,ATM,Education,Success
T036302,A00084,2024-12-10,Debit,Utilities,30274.9,ATM,Grocery,Success
T036303,A04730,2025-11-14,Credit,Entertainment,89933.6,ATM,Restaurant,Pending
T036304,A03048,2025-02-02,Credit,Entertainment,43730.47,ATM,Education,Success
T036305,A01392,2025-09-07,Credit,Utilities,20226.43,UPI,Grocery,Success
T036306,A00053,2025-04-06,Debit,Shopping,75408.78,Debit Card,Education,Success
T036307,A04643,2025-08-21,Credit,Bills,72444.64,Credit Card,Healthcare,Success
T036308,A01140,2024-11-11,Debit,Utilities,48963.13,UPI,Other,Success
T036309,A02739,2024-10-25,Credit,Groceries,23231.95,ATM,Fuel,Success
T036310,A00153,2025-11-25,Debit,Food,64863.46,ATM,Fuel,Success
T036311,A00254,2024-12-04,Debit,Travel,26838.02,UPI,Utility,Success
T036312,A03646,2025-08-19,Debit,Bills,38309.51,Net Banking,Education,Success
T036313,A04626,2025-07-28,Debit,Other,27217.84,Net Banking,Online,Success
T036314,A02549,2025-11-20,Credit,Education,98867.47,Net Banking,Fuel,Success
T036315,A00918,2026-05-15,Debit,Other,14594.64,ATM,Online,Success
T036316,A00360,2025-04-05,Credit,Healthcare,92335.93,Net Banking,Restaurant,Success
T036317,A01248,2025-10-21,Debit,Travel,77920.35,UPI,Restaurant,Success
T036318,A04449,2025-05-13,Debit,Healthcare,36434.02,UPI,Utility,Success
T036319,A00813,2025-12-23,Credit,Groceries,29501.86,Credit Card,Education,Success
T036320,A04879,2025-02-14,Debit,Other,18297.38,UPI,Utility,Success
T036321,A04734,2025-04-16,Debit,Entertainment,30612.86,UPI,Travel,Success
T036322,A02395,2025-10-04,Credit,Shopping,9403.55,Credit Card,Travel,Failed
T036323,A02393,2025-12-02,Credit,Shopping,7766.82,UPI,Utility,Success
T036324,A01573,2025-10-25,Debit,Entertainment,69140.02,Credit Card,Restaurant,Success
